age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38, Private,204051, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,14339,-1,43, United-States, <=50K
39, Private,287337, 7th-8th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3,0,39, Mexico, <=50K
51, Private,167154, HS-grad,12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,9,0,39, South, <=50K
35, Private,233773, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,-13,0,39, United-States, <=50K
28, Local-gov,169623, Assoc-acdm,11, Never-married, Adm-clerical, Not-in-family, White, Male,-9,0,39, United-States, <=50K
52, Private,118256, HS-grad,8, Divorced, Exec-managerial, Not-in-family, White, Female,12,0,34, United-States, <=50K
26, Private,87302, HS-grad,8, Never-married, Transport-moving, Not-in-family, White, Male,4123,0,39, United-States, >50K
34, Private,344145, Prof-school,15, Never-married, Farming-fishing, Husband, White, Male,45,0,69, United-States, <=50K
40, Private,241172, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,38,0,34, United-States, <=50K
54, Private,32649, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,1,0,39, United-States, <=50K
45, Self-emp-not-inc,32551, 7th-8th,3, Married-civ-spouse, Other-service, Husband, White, Male,-20,0,49, United-States, <=50K
46, Private,89531, Prof-school,8, Married-civ-spouse, Sales, Husband, White, Male,6,0,55, United-States, <=50K
46, Private,206253, 9th,5, Never-married, Transport-moving, Other-relative, White, Female,0,0,39, Italy, <=50K
32, Private,176624, HS-grad,8, Married-AF-spouse, Machine-op-inspct, Wife, White, Female,13,0,35, United-States, <=50K
46, Private,133371, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Male,12,0,44, United-States, <=50K
22, Private,179931, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,18,0,34, United-States, <=50K
63, State-gov,207452, Masters,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-16,0,44, India, <=50K
67, Local-gov,49875, 12th,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,3,0,39, United-States, <=50K
50, Self-emp-inc,276616, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,3909,0,39, United-States, <=50K
50, Federal-gov,105426, Bachelors,12, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,40,0,39, Puerto-Rico, >50K
43, Self-emp-not-inc,206791, Masters,14, Never-married, Prof-specialty, Husband, White, Male,15,0,43, Greece, >50K
33, Private,193134, Bachelors,12, Divorced, Adm-clerical, Not-in-family, Black, Female,21,0,44, Jamaica, <=50K
46, Self-emp-not-inc,175820, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,0,43, United-States, >50K
42, Private,226073, Assoc-voc,3, Divorced, Other-service, Not-in-family, White, Female,12,0,49, Jamaica, <=50K
38, Local-gov,149628, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7,0,39, United-States, <=50K
38, Self-emp-not-inc,35819, Masters,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-23,0,62, India, <=50K
22, Private,239160, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Male,-7,0,39, United-States, <=50K
55, Private,89838, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-9,0,35, Puerto-Rico, <=50K
41, Private,174262, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Male,18,0,39, United-States, >50K
33, Private,225184, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,44, United-States, <=50K
40, Self-emp-not-inc,42545, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,39, United-States, <=50K
33, Federal-gov,182706, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,17,0,34, United-States, <=50K
41, Self-emp-inc,111097, Some-college,9, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States, >50K
47, Private,290511, Some-college,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,7606,0,43, United-States, >50K
42, Private,120794, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,56,0,39, United-States, <=50K
40, Private,89936, 11th,6, Never-married, Other-service, Own-child, White, Male,11,0,39, United-States, <=50K
48, Federal-gov,181030, Some-college,9, Divorced, Protective-serv, Not-in-family, White, Female,20,0,39, United-States, <=50K
42, Self-emp-not-inc,106156, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,12,0,39, United-States, <=50K
53, Private,149197, 7th-8th,6, Married-civ-spouse, Sales, Husband, Black, Female,-2,0,4, United-States, <=50K
39, Self-emp-not-inc,115851, Assoc-voc,10, Never-married, Adm-clerical, Not-in-family, White, Female,13,0,58, United-States, >50K
28, Private,117917, Bachelors,12, Never-married, Adm-clerical, Unmarried, White, Female,21,0,39, United-States, <=50K
39, Self-emp-not-inc,202138, HS-grad,9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,9,0,33, Philippines, <=50K
71, Self-emp-not-inc,110429, Bachelors,12, Divorced, Sales, Unmarried, White, Female,-7,0,7, United-States, >50K
19, Private,217819, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,19,0,39, United-States, <=50K
35, Private,43703, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,8,0,43, United-States, <=50K
39, Self-emp-not-inc,208239, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-6,0,39, United-States, <=50K
43, Local-gov,174991, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, Other, Female,-12,0,34, United-States, >50K
42, Private,218684, Some-college,10, Divorced, Sales, Unmarried, White, Male,-21,0,43, United-States, >50K
22, Self-emp-not-inc,79058, 10th,12, Never-married, Adm-clerical, Own-child, White, Male,18,1,39, United-States, <=50K
37, Private,200494, HS-grad,8, Divorced, Handlers-cleaners, Other-relative, White, Male,19,0,39, United-States, <=50K
38, Self-emp-not-inc,172604, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-1,0,39, United-States, >50K
45, Private,297805, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, Black, Male,9,0,45, Jamaica, <=50K
50, Self-emp-not-inc,143967, Masters,8, Married-civ-spouse, Sales, Husband, White, Male,1,0,44, United-States, >50K
30, Self-emp-not-inc,206553, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5,0,73, United-States, <=50K
24, Private,109716, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Female,1,0,29, United-States, <=50K
31, Private,109040, Some-college,9, Divorced, Other-service, Not-in-family, White, Male,0,0,39, United-States, >50K
42, Local-gov,271260, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, Black, Female,-33,0,35, United-States, <=50K
49, Private,74739, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7,0,19, United-States, <=50K
43, Self-emp-not-inc,266247, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,10,0,61, United-States, >50K
46, Private,183287, Some-college,9, Married-civ-spouse, Other-service, Wife, White, Male,1,0,39, United-States, >50K
52, Private,200096, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-8,0,54, United-States, <=50K
54, Private,126230, 1st-4th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,2,0,80, United-States, <=50K
34, Private,35723, 10th,9, Never-married, Handlers-cleaners, Own-child, White, Male,-2,0,39, United-States, <=50K
46, Private,101758, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,7,0,57, United-States, <=50K
38, Self-emp-not-inc,90814, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,26,0,58, United-States, <=50K
59, Self-emp-not-inc,168754, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,12,0,56, United-States, <=50K
39, Private,111152, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,19,0,39, United-States, <=50K
46, Private,368592, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,13,0,39, United-States, >50K
38, Private,40107, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,7882,0,39, United-States, >50K
42, Private,174458, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,11,-1,39, United-States, <=50K
37, Private,175261, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,20,0,39, United-States, <=50K
62, Local-gov,136980, Masters,13, Never-married, Prof-specialty, Unmarried, White, Female,-2,1968,59, United-States, <=50K
47, Federal-gov,181044, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,8,0,39, United-States, <=50K
27, Private,189767, HS-grad,8, Never-married, Adm-clerical, Own-child, White, Female,13,0,34, United-States, <=50K
21, Private,99392, 11th,6, Widowed, Other-service, Unmarried, White, Female,3721,0,18, United-States, <=50K
42, Private,159113, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,-19,0,39, Cuba, <=50K
36, Private,148913, HS-grad,8, Never-married, Adm-clerical, Not-in-family, Black, Female,26,0,49, United-States, <=50K
48, Private,97123, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Female,5,0,49, United-States, <=50K
36, Private,143947, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,39, United-States, >50K
48, Self-emp-not-inc,229071, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1,0,33, United-States, <=50K
21, Private,355471, HS-grad,8, Never-married, Adm-clerical, Unmarried, Other, Female,-14,0,39, United-States, <=50K
53, Private,135328, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,5,0,44, United-States, <=50K
36, Private,226123, 1st-4th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,39, Honduras, <=50K
38, Private,178143, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,0,39, United-States, <=50K
54, Local-gov,150313, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,22,0,39, United-States, >50K
44, Private,106620, Bachelors,12, Separated, Prof-specialty, Unmarried, White, Female,-13,0,40, United-States, >50K
61, Private,103683, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-9,0,42, United-States, >50K
26, Federal-gov,239589, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,-14,-1,44, United-States, >50K
55, Self-emp-inc,190379, Doctorate,15, Married-civ-spouse, Sales, Husband, White, Male,23,0,44, United-States, >50K
36, Private,81744, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,-27,0,49, Philippines, >50K
44, Private,219123, Prof-school,15, Never-married, Machine-op-inspct, Not-in-family, White, Male,2,0,44, United-States, <=50K
47, Private,132084, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,9,0,39, United-States, <=50K
30, State-gov,335294, Assoc-voc,10, Never-married, Craft-repair, Other-relative, White, Female,0,0,43, United-States, <=50K
52, Self-emp-not-inc,25574, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,3380,0,39, United-States, <=50K
37, Federal-gov,215139, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-7,-1,39, United-States, >50K
40, Private,59410, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,16,0,39, United-States, <=50K
47, Private,102135, Assoc-voc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,0,44, United-States, >50K
22, Private,399819, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,4,0,39, United-States, <=50K
26, Private,46283, Bachelors,12, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,14,0,39, Canada, >50K
25, Private,243079, HS-grad,8, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,7,0,56, United-States, <=50K
35, Federal-gov,137675, Some-college,9, Married-civ-spouse, Sales, Wife, Black, Female,-26,1,34, United-States, <=50K
40, Private,166715, Masters,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,25,0,35, Honduras, <=50K
49, Local-gov,195493, Masters,14, Never-married, Adm-clerical, Not-in-family, Black, Female,-49,0,39, United-States, <=50K
17, Private,256513, 11th,7, Never-married, Other-service, Unmarried, White, Male,23,0,30, United-States, <=50K
27, Private,28156, Assoc-acdm,11, Never-married, Other-service, Not-in-family, White, Male,1,0,44, United-States, <=50K
31, Private,220875, Doctorate,15, Never-married, Prof-specialty, Not-in-family, White, Female,16,0,40, United-States, <=50K
40, Federal-gov,233315, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,7835,2037,49, United-States, >50K
35, Private,329223, HS-grad,8, Separated, Sales, Unmarried, Black, Female,-29,0,19, United-States, <=50K
22, Private,93825, Some-college,9, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,17,0,39, United-States, >50K
15, Private,370514, 11th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,21,0,16, United-States, <=50K
27, Private,368762, Bachelors,12, Never-married, Exec-managerial, Unmarried, Other, Female,21,0,35, South, <=50K
44, Private,176424, HS-grad,3, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,39, United-States, <=50K
26, State-gov,213725, HS-grad,8, Never-married, Handlers-cleaners, Unmarried, Black, Male,3,0,29, United-States, <=50K
24, Private,127882, 5th-6th,3, Separated, Other-service, Other-relative, White, Female,-19,0,44, El-Salvador, <=50K
69, Self-emp-inc,197731, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,3,0,62, United-States, <=50K
37, Local-gov,203393, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6,0,39, United-States, >50K
30, Private,127683, Bachelors,12, Married-civ-spouse, Protective-serv, Husband, Black, Male,10,0,39, United-States, <=50K
42, Private,68323, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,16114,0,43, Taiwan, >50K
42, State-gov,157859, Masters,13, Divorced, Prof-specialty, Wife, White, Female,-9,0,39, United-States, <=50K
24, Private,164072, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,16,0,39, United-States, >50K
56, Private,50881, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-6,-1,33, United-States, >50K
39, Self-emp-not-inc,38372, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,7447,2264,39, United-States, >50K
61, Self-emp-not-inc,42531, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,14,0,61, United-States, <=50K
37, Private,172499, Bachelors,12, Divorced, Adm-clerical, Not-in-family, White, Female,-3,0,68, United-States, <=50K
38, Private,179717, Bachelors,12, Divorced, Exec-managerial, Unmarried, White, Female,-8,-1,35, United-States, <=50K
21, Private,108549, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Female,0,1,51, United-States, <=50K
41, Private,348598, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,39, Mexico, <=50K
51, State-gov,271253, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,48,0,56, United-States, >50K
36, Private,153419, Some-college,9, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,-13,0,43, United-States, <=50K
23, State-gov,164263, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,-1,-1,39, United-States, <=50K
23, Local-gov,218548, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2,0,39, United-States, >50K
37, Local-gov,250914, Some-college,9, Married-civ-spouse, Sales, Husband, Other, Male,22,0,29, United-States, <=50K
37, Local-gov,166498, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, Other, Male,-6,0,39, United-States, >50K
19, Private,186022, HS-grad,8, Never-married, Exec-managerial, Own-child, White, Female,25,0,29, United-States, <=50K
58, Self-emp-not-inc,195808, Masters,13, Married-civ-spouse, Transport-moving, Husband, White, Male,7649,0,44, United-States, >50K
28, Private,84193, Assoc-voc,10, Never-married, Prof-specialty, Own-child, White, Female,-8,0,44, United-States, <=50K
39, Private,233146, 12th,7, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,9,0,34, South, <=50K
28, Local-gov,361979, HS-grad,13, Divorced, Adm-clerical, Not-in-family, White, Male,10,0,39, United-States, <=50K
26, Private,266010, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3879,0,42, United-States, >50K
22, Private,62202, 10th,6, Never-married, Craft-repair, Own-child, White, Male,-6,0,39, Canada, <=50K
27, Private,186335, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,4065,0,29, United-States, <=50K
